OID_,TL_id,TL_Date,TL_Class,TL_Genet,TL_Cx,TL_Cy,TL_Area,TL_SurfA,TL_Perim,TL_Note,Morph_Code,Site,Quadrat,TimePt,Annotator,QC_Check,Shape_Leng,Shape_Area
2750,151,6/24/2022,PMEA,278,2830.6,9359.1,27.22,0,24.3, ,BR,OCC-MAU-002,19,2,JC, ,0.246732747,0.002787035
2751,152,6/24/2022,POCS,279,2795.9,9268.7,6.25,0,10.4, ,EM,OCC-MAU-002,19,2,JC, ,0.10595996,0.000635235
2752,153,6/24/2022,PMEA,280,2881.2,9234.5,57.68,0,44.8, ,BR,OCC-MAU-002,19,2,JC, ,0.455138756,0.00591488
2753,154,6/24/2022,PGRA,281,2635,8118.4,17.53,0,19.9, ,BR,OCC-MAU-002,20,2,JC, ,0.201565849,0.001792695
2754,155,6/24/2022,PMEA,229,2551.7,8055.9,189.82,0,67.2, ,BR,OCC-MAU-002,20,2,JC, ,0.683013858,0.019532855
2755,156,6/24/2022,PMEA,230,2525.4,7950.7,195.36,0,80, ,BR,OCC-MAU-002,20,2,JC, ,0.812925709,0.02009588
2756,157,6/24/2022,PMEA,231,2662.3,7799.4,49.87,0,33.5, ,BR,OCC-MAU-002,20,2,JC, ,0.341179029,0.00511698
2757,158,6/24/2022,PLOB,282,9376.4,10096.9,4.69,0,8.3, ,MD,OCC-MAU-002,22,2,JC, ,0.084621994,0.00047422
2758,159,6/24/2022,PLOB,232,9673.9,9938.7,28.92,0,28.2, ,MD,OCC-MAU-002,22,2,JC, ,0.286675349,0.00296045
2759,160,6/24/2022,PLUT,182,9603.7,9517.3,1190.39,0,287.5, ,MD,OCC-MAU-002,22,2,JC, ,2.921593818,0.12266851
2760,161,6/24/2022,PLUT,182,9384.4,9176.3,206.75,0,95.9, ,MD,OCC-MAU-002,22,2,JC, ,0.973702256,0.02125634
2761,162,6/24/2022,PMEA,283,12045.7,8570.4,39.1,0,29.6, ,BR,OCC-MAU-002,23,2,JC, ,0.300768034,0.004007565
2762,163,6/24/2022,POCS,284,12288.8,8519.1,2.09,0,5.7, ,EM,OCC-MAU-002,23,2,JC, ,0.058318906,0.00020885
2763,164,6/24/2022,PMEA,285,12464.1,8419.5,7.35,0,10.5, ,BR,OCC-MAU-002,23,2,JC, ,0.106563524,0.000746715
2764,165,6/24/2022,POCS,286,12425.7,8323.6,1.23,0,4.2, ,EM,OCC-MAU-002,23,2,JC, ,0.042925151,0.00012087
2765,166,6/24/2022,PMEA,287,12468.2,8245.3,99.56,0,51, ,BR,OCC-MAU-002,23,2,JC, ,0.518712506,0.01023291
2766,167,6/24/2022,POCS,288,12338.8,8309.4,2.19,0,5.9, ,EM,OCC-MAU-002,23,2,JC, ,0.060488085,0.000219615
2767,168,6/24/2022,PMEA,289,12229.3,8217.1,28.72,0,20.7, ,BR,OCC-MAU-002,23,2,JC, ,0.210679742,0.002946405
2768,169,6/24/2022,PMEA,290,12074.7,8306,22.63,0,21.5, ,BR,OCC-MAU-002,23,2,JC, ,0.218511105,0.00231735
2769,170,6/24/2022,PMEA,291,12015,8353.9,29.55,0,27.9, ,BR,OCC-MAU-002,23,2,JC, ,0.283350108,0.00302609
2770,171,6/24/2022,PMEA,292,12075.9,8003.4,31.56,0,27.5, ,BR,OCC-MAU-002,23,2,JC, ,0.27956617,0.0032345
2771,172,6/24/2022,PMEA,293,11828.8,8301,6.52,0,9.8, ,EM,OCC-MAU-002,23,2,JC, ,0.099667806,0.00066262
2772,173,6/24/2022,PLOB,172,7285.3,6525.7,59.2,0,34, ,MD,OCC-MAU-002,21,2,JC, ,0.34575595,0.006082285
2773,174,6/24/2022,PLOB,172,7123.8,6505,327.93,0,95, ,MD,OCC-MAU-002,21,2,JC, ,0.966227453,0.03377457
2774,175,6/24/2022,PLOB,172,7296.9,6317.2,2.84,0,6.7, ,MD,OCC-MAU-002,21,2,JC, ,0.068369647,0.0002846
2775,176,6/24/2022,PLOB,172,6929.2,6455,2.24,0,5.9, ,MD,OCC-MAU-002,21,2,JC, ,0.059612031,0.00022433
2776,177,6/24/2022,PLOB,172,7013.4,5833.3,54.62,0,32.5, ,MD,OCC-MAU-002,21,2,JC, ,0.330540463,0.00561154
2777,180,6/24/2022,PLOB,172,7396.7,5769.2,64.55,0,42.4, ,MD,OCC-MAU-002,21,2,JC, ,0.43073661,0.00662317
2778,181,6/24/2022,PLOB,172,6764,5414.7,208.19,0,73.7, ,MD,OCC-MAU-002,21,2,JC, ,0.748700054,0.021423685
2779,178,6/24/2022,PLOB,172,6382.7,5216.3,1.18,0,4.6, ,MD,OCC-MAU-002,21,2,JC, ,0.047072016,0.00011602
2780,179,6/24/2022,PLOB,172,6529,5653.2,11585.36,0,1399.9, ,MD,OCC-MAU-002,21,2,JC, ,14.22829056,1.194912105
2781,182,6/24/2022,PLOB,172,5860.7,4875.7,158.88,0,72.1, ,MD,OCC-MAU-002,21,2,JC, ,0.732687521,0.01633449
2782,183,6/24/2022,PLOB,172,6626.5,4872.1,62.75,0,42.4, ,MD,OCC-MAU-002,21,2,JC, ,0.43093971,0.0064386
2783,184,6/24/2022,PLOB,172,6642.8,5011.2,269.12,0,97.2, ,MD,OCC-MAU-002,21,2,JC, ,0.98741809,0.027696215
2784,185,6/24/2022,PLOB,172,7116.9,4720.2,162.12,0,79.9, ,MD,OCC-MAU-002,21,2,JC, ,0.81146471,0.01666045
2785,186,6/24/2022,PLOB,172,7341.9,4839.1,118.35,0,65.6, ,MD,OCC-MAU-002,21,2,JC, ,0.666544371,0.012165545
2786,187,6/24/2022,PLOB,172,7043.2,5050.7,1983.54,0,412.4, ,MD,OCC-MAU-002,21,2,JC, ,4.190913057,0.2044366
2787,188,6/24/2022,PLOB,172,7388.1,5024,52.19,0,38.7, ,MD,OCC-MAU-002,21,2,JC, ,0.392794604,0.00536884
2788,189,6/24/2022,PLOB,172,7359.2,5134.2,6.99,0,10.8, ,MD,OCC-MAU-002,21,2,JC, ,0.109663407,0.00071034
2789,190,6/24/2022,PLOB,172,7398.9,5139.5,11.54,0,16.7, ,MD,OCC-MAU-002,21,2,JC, ,0.169618527,0.001175905
2790,191,6/24/2022,PLOB,172,7431,5187.4,5.49,0,9.9, ,MD,OCC-MAU-002,21,2,JC, ,0.100908961,0.0005566
2791,192,6/24/2022,PLOB,172,7547.6,5310.9,8.73,0,11.4, ,MD,OCC-MAU-002,21,2,JC, ,0.116234337,0.00088989
2792,193,6/24/2022,PLOB,172,7555.3,5352.1,12.91,0,16.1, ,MD,OCC-MAU-002,21,2,JC, ,0.16329656,0.00131719
2793,194,6/24/2022,PLOB,172,7533.1,5025.4,7.44,0,10.4, ,MD,OCC-MAU-002,21,2,JC, ,0.10532585,0.00075598
2794,195,6/24/2022,PLOB,171,6191.6,5883.4,1.86,0,5.4, ,MD,OCC-MAU-002,21,2,JC, ,0.054593726,0.00018486
2795,196,6/24/2022,PLOB,171,6130.1,5981,7.42,0,13.3, ,MD,OCC-MAU-002,21,2,JC, ,0.135438991,0.00075218
2796,197,6/24/2022,PLOB,171,6189.4,5968.2,29.02,0,22.8, ,MD,OCC-MAU-002,21,2,JC, ,0.231159678,0.00297529
2797,198,6/24/2022,PLOB,171,6183.2,6085.9,40.56,0,38.4, ,MD,OCC-MAU-002,21,2,JC, ,0.389804929,0.00415306
2798,199,6/24/2022,PLOB,171,6399.3,6068.2,951.52,0,154.7, ,MD,OCC-MAU-002,21,2,JC, ,1.572172003,0.09810459
2799,200,6/24/2022,PLOB,171,6363.7,5871.2,0.28,0,2, ,MD,OCC-MAU-002,21,2,JC, ,0.020483722,2.583E-05
2800,205,6/24/2022,PLOB,295,3883.8,5039.8,1.65,0,5, ,MD,OCC-MAU-002,24,2,JC, ,0.051171506,0.0001638
2801,206,6/24/2022,PLOB,190,4296.1,4921.7,8.66,0,13.4, ,MD,OCC-MAU-002,24,2,JC, ,0.136451055,0.000878805
2802,204,6/24/2022,PLOB,190,4350,4576.5,6373.47,0,1670.5, ,MD,OCC-MAU-002,24,2,JC, ,16.97646379,0.657242315
2803,202,6/24/2022,PLOB,191,3682.7,5104.7,70.17,0,46.3, ,MD,OCC-MAU-002,24,2,JC, ,0.470496382,0.007199255
2804,201,6/24/2022,PLOB,294,3642.2,4998.2,16.99,0,16.2, ,MD,OCC-MAU-002,24,2,JC, ,0.164750882,0.00173906
2805,203,6/24/2022,PLOB,190,3671.9,4949.4,20.84,0,22.3, ,MD,OCC-MAU-002,24,2,JC, ,0.22681126,0.002132575
2806,207,6/24/2022,PLOB,190,3989.5,5381.8,78.84,0,39.7, ,MD,OCC-MAU-002,24,2,JC, ,0.40327198,0.008103235
2807,208,6/24/2022,PMEA,296,4154.1,5384,33.77,0,30.6, ,BR,OCC-MAU-002,24,2,JC, ,0.311053922,0.00345738
2808,209,6/24/2022,PMEA,297,4066.6,5254.8,17.64,0,15.9, ,BR,OCC-MAU-002,24,2,JC, ,0.161540988,0.00180511
2809,210,6/24/2022,PLOB,190,4241.8,5190.9,5.88,0,9.5, ,MD,OCC-MAU-002,24,2,JC, ,0.096374038,0.000597745
2810,211,6/24/2022,PLOB,190,4413.3,5201.4,125.17,0,44.8, ,KN,OCC-MAU-002,24,2,JC, ,0.455408852,0.01288188
2811,212,6/24/2022,PLOB,190,4254.6,5373.8,6.86,0,10.8, ,MD,OCC-MAU-002,24,2,JC, ,0.109447328,0.00069629
2812,213,6/24/2022,PLOB,190,4630.3,5259.7,34.85,0,25.6, ,MD,OCC-MAU-002,24,2,JC, ,0.260158821,0.003570805
2813,214,6/24/2022,PLOB,190,4840,5409.6,213.13,0,86.1, ,MD,OCC-MAU-002,24,2,JC, ,0.874745774,0.02192688
2814,216,6/24/2022,PLOB,190,5086.6,5774.5,250.53,0,84.5, ,MD,OCC-MAU-002,24,2,JC, ,0.858807039,0.02578503
2815,217,6/24/2022,PLOB,190,4703.4,5705.5,6.71,0,10.7, ,MD,OCC-MAU-002,24,2,JC, ,0.109078819,0.00068117
2816,215,6/24/2022,PLOB,190,4842.4,5675.9,397.96,0,146.3, ,MD,OCC-MAU-002,24,2,JC, ,1.488240706,0.04097395
2817,218,6/24/2022,PLOB,190,4645.3,5526.5,203.88,0,92.2, ,MD,OCC-MAU-002,24,2,JC, ,0.9364141,0.020972195
2818,219,6/24/2022,PLOB,190,4365.2,5480.2,22.34,0,18.5, ,MD,OCC-MAU-002,24,2,JC, ,0.187985849,0.002287025
2819,220,6/24/2022,PLOB,190,4342.4,5564.3,31.64,0,43.4, ,MD,OCC-MAU-002,24,2,JC, ,0.441371867,0.00322272
2820,221,6/24/2022,PLOB,190,4242.6,5587.4,24.41,0,34.9, ,MD,OCC-MAU-002,24,2,JC, ,0.354797131,0.002490095
2821,222,6/24/2022,PLOB,190,4284,5669,8.01,0,17.3, ,MD,OCC-MAU-002,24,2,JC, ,0.176061051,0.00080949
2822,223,6/24/2022,PLOB,190,4154.3,5680.4,47.98,0,41.8, ,MD,OCC-MAU-002,24,2,JC, ,0.425095229,0.004913495
2823,224,6/24/2022,PLOB,190,3940.8,5736.9,324.41,0,171.5, ,MD,OCC-MAU-002,24,2,JC, ,1.743637583,0.03332911
2824,225,6/24/2022,PLOB,190,3978.1,5911,15.01,0,19.8, ,MD,OCC-MAU-002,24,2,JC, ,0.201496813,0.001529745
2825,226,6/24/2022,PLOB,190,4017.4,5952.7,7.19,0,12, ,MD,OCC-MAU-002,24,2,JC, ,0.121794366,0.000729275
2826,227,6/24/2022,PLOB,190,4049.7,6018,2.22,0,6.4, ,MD,OCC-MAU-002,24,2,JC, ,0.064908396,0.00022219
2827,228,6/24/2022,PLOB,190,4087,6011.5,5.95,0,15, ,MD,OCC-MAU-002,24,2,JC, ,0.152138613,0.000601525
2828,229,6/24/2022,PLOB,190,3986.8,6287.2,1.48,0,5.1, ,MD,OCC-MAU-002,24,2,JC, ,0.052460321,0.000147285
2829,230,6/24/2022,PLOB,190,3998.8,6269.9,5.97,0,14.6, ,MD,OCC-MAU-002,24,2,JC, ,0.148326308,0.000600915
2830,231,6/24/2022,PLOB,190,3877.9,6249.5,21.17,0,38.7, ,MD,OCC-MAU-002,24,2,JC, ,0.393058262,0.002150355
2831,232,6/24/2022,PLOB,190,3911.2,6208.5,0.34,0,2.4, ,MD,OCC-MAU-002,24,2,JC, ,0.024484919,3.158E-05
2832,233,6/24/2022,PLOB,190,3384.9,6313.9,16.86,0,22.7, ,MD,OCC-MAU-002,24,2,JC, ,0.230514091,0.00172107
2833,234,6/24/2022,PLOB,190,3392.8,6377.2,11.02,0,18.8, ,MD,OCC-MAU-002,24,2,JC, ,0.191398077,0.001119265
2834,235,6/24/2022,PLOB,190,3426.1,6412.5,5.98,0,10.8, ,MD,OCC-MAU-002,24,2,JC, ,0.110110445,0.00060429
2835,236,6/24/2022,PLOB,190,3427.8,6482.1,35.16,0,33.7, ,MD,OCC-MAU-002,24,2,JC, ,0.341994459,0.00359956
2836,237,6/24/2022,PLOB,298,3486.5,6493.1,6.28,0,11.6, ,MD,OCC-MAU-002,24,2,JC, ,0.117761162,0.00063584
2837,238,6/24/2022,PLOB,190,3524.5,6592.7,44.35,0,26.1, ,MD,OCC-MAU-002,24,2,JC, ,0.264928778,0.00455179
2838,239,6/24/2022,PLOB,190,3564.9,6517.2,12.16,0,21.2, ,MD,OCC-MAU-002,24,2,JC, ,0.215721012,0.00123426
2839,240,6/24/2022,PLOB,190,3604.1,6526.1,5.9,0,14.1, ,MD,OCC-MAU-002,24,2,JC, ,0.143092069,0.000596375
2840,241,6/24/2022,PLOB,190,3655.2,6452.7,10.65,0,14.6, ,MD,OCC-MAU-002,24,2,JC, ,0.1491234,0.001085415
2841,242,6/24/2022,PLOB,190,3732,6374.1,5.09,0,10.4, ,MD,OCC-MAU-002,24,2,JC, ,0.105792662,0.00051489
2842,243,6/24/2022,PLOB,190,3880.6,6443.7,9.77,0,16, ,MD,OCC-MAU-002,24,2,JC, ,0.162628917,0.00099355
2843,244,6/24/2022,PLOB,190,3945.1,6596.4,256.77,0,125.9, ,MD,OCC-MAU-002,24,2,JC, ,1.279255142,0.026412255
2844,245,6/24/2022,PLOB,190,4445.1,6503.8,5.24,0,9.5, ,MD,OCC-MAU-002,24,2,JC, ,0.096597919,0.00053126
2845,247,6/24/2022,PLOB,299,4597.4,6499.5,5.73,0,9.8, ,MD,OCC-MAU-002,24,2,JC, ,0.099642431,0.00058017
2846,246,6/24/2022,PLOB,190,4686.5,6655.8,617.12,0,183.9, ,MD,OCC-MAU-002,24,2,JC, ,1.868732161,0.063584555
2847,248,6/24/2022,PLOB,190,5029.1,6586.2,23.56,0,23.2, ,MD,OCC-MAU-002,24,2,JC, ,0.236218632,0.002408705
2848,250,6/24/2022,PLOB,190,4894.6,6538.1,28.13,0,21.6, ,MD,OCC-MAU-002,24,2,JC, ,0.21964509,0.00288385
2849,251,6/24/2022,PLOB,190,4724.4,6437.6,6.39,0,13.4, ,MD,OCC-MAU-002,24,2,JC, ,0.13598707,0.00064585
2850,252,6/24/2022,PLOB,300,4793.5,6182,34.84,0,28.2, ,MD,OCC-MAU-002,24,2,JC, ,0.286755743,0.00356857
2851,253,6/24/2022,PLOB,190,4730.8,6000.5,311.38,0,90.6, ,MD,OCC-MAU-002,24,2,JC, ,0.921288029,0.032062215
2852,254,6/24/2022,PLOB,190,4648.9,5880.4,38.61,0,27.1, ,MD,OCC-MAU-002,24,2,JC, ,0.27479409,0.003959325
2853,255,6/24/2022,PLOB,190,4622,5778.2,77.73,0,41.3, ,MD,OCC-MAU-002,24,2,JC, ,0.419936224,0.007987185
2854,256,6/24/2022,PLOB,190,4413.6,5861.8,6.92,0,10.7, ,MD,OCC-MAU-002,24,2,JC, ,0.109093714,0.0007025
2855,257,6/24/2022,PLOB,190,4475.2,5687.8,362.49,0,150.1, ,MD,OCC-MAU-002,24,2,JC, ,1.526283393,0.03731817
2856,249,6/24/2022,PLOB,190,4663.3,6257.4,2641.55,0,899.5, ,MD,OCC-MAU-002,24,2,JC, ,9.14378848,0.272195495
2857,258,6/24/2022,PLOB,190,3814.6,5394.2,11.05,0,12.8, ,MD,OCC-MAU-002,24,2,JC, ,0.130029781,0.001127805
2858,259,6/24/2022,PLOB,190,3797.1,5298.7,17.12,0,18.1, ,MD,OCC-MAU-002,24,2,JC, ,0.184387734,0.001748895
2859,260,6/24/2022,PLOB,190,3680.8,5351,128.27,0,96.9, ,MD,OCC-MAU-002,24,2,JC, ,0.985327529,0.01317783
2860,261,6/24/2022,PLOB,190,3736.1,5549.3,30.98,0,39.1, ,MD,OCC-MAU-002,24,2,JC, ,0.397315142,0.00316213
2861,262,6/24/2022,PLOB,190,3687.8,5586.3,9.26,0,15.7, ,MD,OCC-MAU-002,24,2,JC, ,0.159907074,0.00094135
2862,263,6/24/2022,PLOB,190,3622.8,5514.8,18.33,0,25.2, ,MD,OCC-MAU-002,24,2,JC, ,0.256441902,0.001869265
2863,264,6/24/2022,PLOB,190,3473.9,5382.1,993.63,0,608.4, ,MD,OCC-MAU-002,24,2,JC, ,6.183545911,0.102215185
2864,265,6/24/2022,PLOB,190,3500.4,5809.6,10.61,0,20.1, ,MD,OCC-MAU-002,24,2,JC, ,0.204412429,0.001075575
2865,266,6/24/2022,PLOB,190,3692.5,5857,12.86,0,20, ,MD,OCC-MAU-002,24,2,JC, ,0.203371266,0.00130943
2866,267,6/24/2022,PLOB,190,3366.8,5808.2,13.49,0,31.6, ,MD,OCC-MAU-002,24,2,JC, ,0.320823153,0.001362875
2867,268,6/24/2022,PLOB,190,3307.5,6012.8,237.52,0,123.9, ,MD,OCC-MAU-002,24,2,JC, ,1.258813311,0.024439415
2868,269,6/24/2022,PLOB,152,8831.2,7348.3,151.23,0,65.3, ,MD,OCC-MAU-002,2,2,JC, ,0.66373558,0.015555415
2869,270,6/24/2022,PLOB,152,8707,7353.4,3.16,0,7.7, ,MD,OCC-MAU-002,2,2,JC, ,0.077778198,0.00031758
2870,271,6/24/2022,PLOB,152,8696.6,7284.4,1.34,0,4.8, ,MD,OCC-MAU-002,2,2,JC, ,0.049275608,0.00013286
2871,272,6/24/2022,PLOB,156,6997.9,3654.3,40.63,0,32, ,MD,OCC-MAU-002,9,2,JC, ,0.3253021,0.004165575
2872,273,6/24/2022,PLOB,156,7113.9,3723.6,81.33,0,61, ,MD,OCC-MAU-002,9,2,JC, ,0.619891106,0.008341245
2873,274,6/24/2022,PLOB,156,7118.5,3595.5,2.88,0,7.5, ,MD,OCC-MAU-002,9,2,JC, ,0.075835012,0.00028844
2874,275,6/24/2022,PLOB,156,6748.5,3595.8,220.29,0,62.4, ,MD,OCC-MAU-002,9,2,JC, ,0.634419913,0.022686215
2875,276,6/24/2022,PLOB,156,6580.9,3542.1,100.63,0,49.7, ,MD,OCC-MAU-002,9,2,JC, ,0.505324047,0.010343585
2876,277,6/24/2022,PLOB,156,6744.9,3336.5,19.41,0,18.9, ,MD,OCC-MAU-002,9,2,JC, ,0.191898931,0.00198741
2877,278,6/24/2022,PLOB,156,6677.2,3309.7,18.25,0,20.3, ,MD,OCC-MAU-002,9,2,JC, ,0.206220313,0.001866775
2878,279,6/24/2022,PLOB,190,3570.7,5281.5,11.59,0,21.8, ,MD,OCC-MAU-002,24,2,JC, ,0.221467453,0.001175565
2879,280,6/24/2022,PLOB,190,3603.3,5196.1,3.2,0,8.2, ,MD,OCC-MAU-002,24,2,JC, ,0.083983344,0.000320865
2880,286,6/24/2022,ACSP,301,3419.1,3340.7,79.36,0,39.2, ,BR,OCC-MAU-002,-99,2,JC, ,0.398927478,0.00815773
2881,291,6/24/2022,ACSP,235,3102.9,10633.9,162.21,0,56.1, ,BR,OCC-MAU-002,-99,2,JC, ,0.570134106,0.01669429
2882,298,6/24/2022,ACSP,302,4150.1,5776.8,72.41,0,36.6, ,BR,OCC-MAU-002,24,2,JC, ,0.37200193,0.00744043
2883,304,6/24/2022,AGLO,236,6462.2,2919.9,160.72,0,64.6, ,BR,OCC-MAU-002,-99,2,JC, ,0.656196398,0.016533095
2884,316,6/24/2022,ACSP,237,8458.4,4222.4,242.08,0,77.2, ,BR,OCC-MAU-002,-99,2,JC, ,0.784885819,0.02492162
2885,319,6/24/2022,AGLO,238,8811.1,1615.3,251.93,0,66.1, ,BR,OCC-MAU-002,-99,2,JC, ,0.670976021,0.02594764
2886,334,6/24/2022,ACSP,234,13552.3,7219.5,62.19,0,34.5, ,BR,OCC-MAU-002,-99,2,JC, ,0.350701999,0.00638751
2887,25,6/26/2022,PMEA,192,6518.9,2536.4,22.5,0,22.2, ,BR,OCC-MAU-019,13,2,CA, ,0.221843477,0.00223022
2888,26,6/26/2022,PLUT,108,6413.4,2703.9,20.16,0,27.9, ,EM,OCC-MAU-019,13,2,CA, ,0.27944146,0.00199162
2889,27,6/26/2022,PMEA,193,6053,2499.4,8.85,0,12.7, ,BR,OCC-MAU-019,13,2,CA, ,0.126831285,0.00087352
2890,28,6/26/2022,PLUT,108,6079.6,2551.9,3.85,0,10, ,EM,OCC-MAU-019,13,2,CA, ,0.100002856,0.00037512
2891,30,6/26/2022,PMEA,157,8822.5,6184.7,1.04,0,4.2, ,BR,OCC-MAU-019,18,2,CA, ,0.041819091,9.982E-05
2892,31,6/26/2022,PMEA,194,11705.4,6756.2,17.03,0,21.4, ,BR,OCC-MAU-019,15,2,CA, ,0.214086115,0.00168312
2893,32,6/26/2022,ACSP,195,9893,7925.7,30.11,0,23, ,BR,OCC-MAU-019,5,2,CA, ,0.229985615,0.00299082
2894,33,6/26/2022,ACSP,158,8760.8,8867.6,43.78,0,38.3, ,BR,OCC-MAU-019,17,2,CA, ,0.383181576,0.00434482
2895,34,6/26/2022,PMEA,196,10576.7,10311.4,26.61,0,26.9, ,BR,OCC-MAU-019,23,2,CA, ,0.269198816,0.00263652
2896,35,6/26/2022,PMEA,197,10471.9,10323,5.09,0,10.1, ,BR,OCC-MAU-019,23,2,CA, ,0.100588638,0.00049902
2897,36,6/26/2022,PMEA,198,7980.9,5861.7,9.54,0,12.9, ,BR,OCC-MAU-019,0,2,CA, ,0.129174428,0.00094112
2898,37,6/26/2022,POSP,199,7805.6,6336.3,15.16,0,17.9, ,EM,OCC-MAU-019,0,2,CA, ,0.179316563,0.00149952
2899,38,6/26/2022,POSP,200,7832.3,6316,1.3,0,5.5, ,EM,OCC-MAU-019,0,2,CA, ,0.054890156,0.00012372
2900,39,6/26/2022,POSP,201,7881.4,6360.4,4.39,0,8.4, ,EM,OCC-MAU-019,0,2,CA, ,0.083618083,0.00043022
2901,40,6/26/2022,PMEA,202,5151,5892.6,2.32,0,6.8, ,BR,OCC-MAU-019,6,2,CA, ,0.068203868,0.00022472
2902,41,6/26/2022,PLOB,159,2116.4,4900.4,26.31,0,21.9, ,MD,OCC-MAU-019,10,2,CA, ,0.218529767,0.00261022
2903,42,6/26/2022,PLUT,203,1885.8,5080.4,38.05,0,24.4, ,MD,OCC-MAU-019,10,2,CA, ,0.244228255,0.00378252
2904,45,6/26/2022,PMEA,204,1329.8,3008.1,10.57,0,14.4, ,BR,OCC-MAU-019,-99,2,CA, ,0.143659711,0.00104392
2905,46,6/26/2022,ACSP,205,1453.3,3356.6,24.54,0,22.6, ,BR,OCC-MAU-019,-99,2,CA, ,0.225742974,0.00243312
2906,48,6/26/2022,POCS,207,1350.5,5121.1,18.95,0,21.8, ,BR,OCC-MAU-019,-99,2,CA, ,0.217843479,0.00187462
2907,49,6/26/2022,PMEA,208,1291.3,5221.6,11.82,0,17, ,BR,OCC-MAU-019,-99,2,CA, ,0.169801846,0.00116572
2908,50,6/26/2022,PMEA,209,687.1,5880.2,88.69,0,51, ,BR,OCC-MAU-019,-99,2,CA, ,0.510335909,0.00882372
2909,51,6/26/2022,PMEA,210,1073.1,6392.4,12.42,0,16.2, ,BR,OCC-MAU-019,-99,2,CA, ,0.161943982,0.00122692
2910,52,6/26/2022,PMEA,211,685.6,6283.7,16.17,0,17.1, ,BR,OCC-MAU-019,-99,2,CA, ,0.17077241,0.00160112
2911,53,6/26/2022,PMEA,212,568.5,6526.5,14,0,19.7, ,BR,OCC-MAU-019,-99,2,CA, ,0.1973582,0.00138142
2912,54,6/26/2022,PMEA,213,1375.4,7133,16.41,0,19.2, ,BR,OCC-MAU-019,-99,2,CA, ,0.191600836,0.00162312
2913,55,6/26/2022,ACSP,214,833.5,7331.7,10.15,0,13.2, ,BR,OCC-MAU-019,-99,2,CA, ,0.132488138,0.00100212
2914,56,6/26/2022,ACSP,215,1557.9,7473,27.98,0,23.4, ,BR,OCC-MAU-019,-99,2,CA, ,0.234228254,0.00277652
2915,57,6/26/2022,PMEA,216,929.7,8212.9,18.54,0,24.2, ,BR,OCC-MAU-019,-99,2,CA, ,0.242470896,0.00183182
2916,58,6/26/2022,ACSP,217,2771.7,9175,90.83,0,51.3, ,BR,OCC-MAU-019,-99,2,CA, ,0.513063822,0.00903882
2917,59,6/26/2022,ACSP,218,3295.4,10346.8,30.33,0,27, ,BR,OCC-MAU-019,-99,2,CA, ,0.270127741,0.00300822
2918,60,6/26/2022,ACSP,219,4326,9444.9,21.08,0,20.6, ,BR,OCC-MAU-019,-99,2,CA, ,0.205843475,0.00208982
2919,61,6/26/2022,ACSP,220,4113.9,9020.5,277.53,0,130.9, ,TB,OCC-MAU-019,-99,2,CA, ,1.308720582,0.0276444
2920,62,6/26/2022,PMEA,221,2650.8,8732.7,17.67,0,19.9, ,BR,OCC-MAU-019,-99,2,CA, ,0.19901505,0.00175542
2921,63,6/26/2022,PMEA,222,3104.6,9079.4,14.7,0,19.1, ,BR,OCC-MAU-019,-99,2,CA, ,0.191458702,0.00145172
2922,64,6/26/2022,PMEA,223,3907.9,8300.2,30.42,0,24.4, ,BR,OCC-MAU-019,-99,2,CA, ,0.243642467,0.00301962
2923,65,6/26/2022,PMEA,224,2939.6,6995.2,24.48,0,25.6, ,BR,OCC-MAU-019,-99,2,CA, ,0.255784598,0.00242482
2924,66,6/26/2022,PMEA,225,3082.1,6986.1,3.26,0,7, ,BR,OCC-MAU-019,-99,2,CA, ,0.069961227,0.00031842
2925,67,6/26/2022,PMEA,226,3949.4,6994.3,9.57,0,12.9, ,BR,OCC-MAU-019,-99,2,CA, ,0.129316566,0.00094452
2926,68,6/26/2022,PMEA,227,3213.4,4862.4,6.53,0,10.1, ,BR,OCC-MAU-019,-99,2,CA, ,0.100588644,0.00064302
2927,69,6/26/2022,PMEA,228,2320.3,3358.7,15.83,0,17.9, ,BR,OCC-MAU-019,-99,2,CA, ,0.178772408,0.00157632
2928,70,6/26/2022,ACSP,229,2730.4,4183,8.14,0,11.6, ,BR,OCC-MAU-019,-99,2,CA, ,0.115659711,0.00080272
2929,47,6/26/2022,PMEA,206,1495.7,3495.8,14.73,0,19.9, ,BR,OCC-MAU-019,-99,2,CA, ,0.198872917,0.00145502
2930,71,6/26/2022,PLOB,230,2847.7,2601.3,165.82,0,71.9, ,PL,OCC-MAU-019,-99,2,CA, ,0.719392578,0.0165442
2931,72,6/26/2022,POSP,231,3703.6,3945.2,10.32,0,17.2, ,EM,OCC-MAU-019,-99,2,CA, ,0.171801846,0.00101552
2932,73,6/26/2022,POSP,232,3674.7,3919.2,0.64,0,3.3, ,EM,OCC-MAU-019,-99,2,CA, ,0.032748023,5.952E-05
2933,74,6/26/2022,POSP,233,3647.2,3899.7,11.67,0,23.3, ,EM,OCC-MAU-019,-99,2,CA, ,0.233299321,0.00114682
2934,75,6/26/2022,PLUT,108,5942.9,2921.1,5151.16,0,549.6, ,MD,OCC-MAU-019,13,2,CA, ,5.49656212,0.51478254
2935,76,6/26/2022,ACSP,234,5753.2,4008,4.27,0,7.9, ,BR,OCC-MAU-019,-99,2,CA, ,0.079274935,0.00041982
